,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,specialty_item,combo,cheeseburger,hamburger,fries,restaurant_rating first,state,zip,county_name
1272,McDonald,"720 meridian center, charlotte, nc, 28212, us",5.571060606060615,4.19,4.365342892841813,4.5,147,1,5.59,10.79,2.67,2.25,3.59,,nc,28212,Mecklenburg
1273,Wendy,"6500 albemarle rd, charlotte, nc, 28212, us",5.058653846153844,4.38,2.6764895413195426,,87,1,6.45,0.0,2.43,2.06,0.0,4.1,nc,28212,Mecklenburg
1274,McDonald,"7201 n president george bush hwy, garland, tx, 75044, us",4.343593750000003,3.89,3.0902944677588473,4.5,143,1,5.89,9.39,1.59,1.29,2.89,,tx,75044,Dallas
1275,Jack in the Box,"3480 arapaho rd, garland, tx, 75044, us",7.185666666666672,6.61,3.3575613008385843,4.4,150,1,5.36,8.98,4.11,3.49,4.36,,tx,75044,Dallas
1276,McDonald,"721 n cedar crest blvd, allentown, pa, 18104, us",6.279922480620154,3.99,6.172530356486125,4.4,142,900+,7.39,12.19,3.59,3.49,4.99,,pa,18104,Lehigh
1277,Wendy,"1738 w tilghman street, allentown, pa, 18104, us",7.565443037974681,5.39,6.023915375342432,,79,1,,3.49,,,,4.2,pa,18104,Lehigh
1278,Burger King,"1738 w tilghman street, allentown, pa, 18104, us",7.579841986455965,5.99,5.790156137915677,4.035665914221219,443,1,6.99,12.19,2.99,3.99,3.49,,pa,18104,Lehigh
1279,Five Guys,"1738 w tilghman street, allentown, pa, 18104, us",7.565443037974681,5.39,6.023915375342432,4.2,79,1,2.99,,,,,,pa,18104,Lehigh
1280,McDonald,"7222 overland rd, boise, id, 83709, us",5.164518518518521,3.99,4.587138980610339,4.4,141,600+,6.19,10.59,2.49,2.49,3.89,,id,83709,Ada
1281,Wendy,"8100 west franklin road, boise, id, 83709, us",6.094615384615386,5.11,3.6969730141638353,,87,410+,7.31,0.0,2.79,2.43,0.0,4.4,id,83709,Ada
1282,Wendy,"8610 w overland rd, boise, id, 83709, us",6.13962962962963,5.11,3.6990073558160637,,89,470+,7.31,0.0,2.79,2.43,0.0,4.5,id,83709,Ada
1283,Burger King,"8378 w overland rd., boise, id, 83709, us",8.361282051282052,7.140000000000001,6.195090355288667,4.3,78,800+,7.59,13.19,2.99,4.29,4.29,,id,83709,Ada
1284,Sonic,"8777 w. overland road, boise, id, 83709, us",5.666428571428569,5.175000000000001,3.2927552664748654,4.4,56,600+,8.77,,4.26,,0.0,,id,83709,Ada
1285,Carls Jr,"1609 s entertainment ave, boise, id, 83709, us",6.45346153846154,5.34,3.048141227179017,4.5,92,89,6.29,0.0,4.99,,3.79,,id,83709,Ada
1286,McDonald,"7229 e washington st, indianapolis, in, 46219, us",5.132598425196855,4.49,3.7987648661149076,4.2,140,700+,6.19,10.69,2.79,2.49,3.49,,in,46219,Marion
1287,Jack in the Box,"2130 n post rd, indianapolis, in, 46219, us",8.217074829931954,7.49,3.983292524349237,4.1,294,800+,7.11,13.98,4.11,3.74,4.49,,in,46219,Marion
1288,McDonald,"7277 saltsburg rd, penn hills, pa, 15235, us",6.036764705882356,3.99,5.115020539656439,4.3,155,500+,6.69,11.59,3.19,2.89,3.69,,pa,15235,Allegheny
1289,McDonald,"732 lomb ave, birmingham, al, 35211, us",5.22145038167939,3.77,4.0460026681960395,4.0,148,330+,5.99,10.99,2.67,2.31,3.79,,al,35211,Jefferson
1290,McDonald,"801 dennison ave, birmingham, al, 35211, us",5.100252100840335,3.69,3.401614165075429,4.0,144,500+,5.49,10.11,2.89,2.69,4.39,,al,35211,Jefferson
1291,McDonald,"7420 kennedy ave, hammond, in, 46323, us",5.076717557251905,3.59,4.560905468349296,4.4,144,700+,6.39,10.79,3.49,3.19,3.69,,in,46323,Lake
1292,Wendy,"7790 corinne dr, hammond, in, 46323, us",5.198269230769233,4.5600000000000005,2.81811019680937,,87,270+,6.45,0.0,2.67,2.31,0.0,4.4,in,46323,Lake
1293,Burger King,"6904 kennedy ave., hammond, in, 46323, us",8.45,6.475,6.4292408183237315,4.2,80,430+,8.95,15.59,2.98,5.18,4.28,,in,46323,Lake
1294,McDonald,"749 e lincoln hwy, penndel, usa, middletown, pa, 19047, us",6.935619834710749,4.19,6.634737894585925,4.4,142,600+,7.09,11.79,3.29,3.19,4.89,,pa,19047,Bucks
1295,Burger King,"749 e lincoln hwy, penndel, usa, middletown, pa, 19047, us",6.935619834710749,4.19,6.634737894585925,4.4,142,600+,,,3.29,,,,pa,19047,Bucks
1296,Five Guys,"749 e lincoln hwy, penndel, usa, middletown, pa, 19047, us",6.935619834710749,4.19,6.634737894585925,4.4,142,600+,3.29,,,,,,pa,19047,Bucks
1297,McDonald,"7501 washington ave, ocean springs, ms, 39532, us",4.628421052631578,4.07,4.168643572704258,4.3,133,400+,5.87,10.43,2.39,2.27,2.87,,ms,39532,Harrison
1298,McDonald,"7518 north fwy, houston, tx, 77037, us",5.229919999999999,3.69,3.9822915003299304,4.3,148,1,4.78,7.79,1.54,1.79,2.19,,tx,77037,Harris
1299,McDonald,"7700 metcalf ave, overland park, ks, 66204, us",6.605806451612906,4.99,5.3604665626221975,4.5,150,600+,6.99,12.39,2.89,2.49,4.69,,ks,66204,Johnson
1300,McDonald,"9405 w 75th st, overland park, ks, 66204, us",5.836504065040649,4.49,4.849050864087094,4.6,142,270+,7.0,12.19,2.59,2.49,4.54,,ks,66204,Johnson
1301,Sonic,"10075 w. 75th street, overland park, ks, 66204, us",5.282222222222223,4.87,2.942150678888481,4.3,87,260+,0.0,,8.28,,4.87,,ks,66204,Johnson
1302,McDonald,"7749 moffett rd, mobile, al, 36618, us",4.937868852459017,3.455,3.811646997724127,4.2,146,190+,5.49,9.59,2.39,2.19,3.59,,al,36618,Mobile
1303,Wendy,"5623 moffett road, mobile, al, 36618, us",5.377843137254903,4.5,2.751836686990103,,84,160+,6.58,0.0,2.92,2.67,0.0,4.1,al,36618,Mobile
1304,McDonald,"7811 fairview ave, boise, id, 83704, us",5.211068702290077,3.99,4.644111802098926,4.4,137,450+,5.99,10.69,2.29,2.09,4.19,,id,83704,Ada
1305,Jack in the Box,"3220 n cole rd, boise, id, 83704, us",7.673529411764707,6.86,3.7586328467390815,4.2,153,700+,6.86,12.49,4.36,3.74,4.11,,id,83704,Ada
1306,Jack in the Box,"9052 w fairview ave, boise, id, 83704, us",7.673529411764707,6.86,3.7586328467390815,4.3,153,800+,6.86,12.49,4.36,3.74,4.11,,id,83704,Ada
1307,Burger King,"8515 west fairview avenue, boise, id, 83704, us",8.361282051282052,7.140000000000001,6.195090355288667,4.5,78,500+,7.59,13.19,2.99,4.29,4.29,,id,83704,Ada
1308,Sonic,"10480 west ustick road, boise, id, 83704, us",5.251333333333332,4.625,2.242706301671166,4.3,58,600+,8.77,,4.26,,0.0,,id,83704,Ada
1309,Carls Jr,"493 n milwaukee st, boise, id, 83704, us",6.453461538461539,5.34,3.0481412271790163,4.5,92,180+,6.29,0.0,4.99,,3.79,,id,83704,Ada
1310,Five Guys,"1587 n. milwaukee st., boise, id, 83704, us",7.413448275862069,7.19,2.990753884733538,4.5,29,1,12.23,,10.19,8.99,7.19,,id,83704,Ada
1311,McDonald,"7900 mesa st, el paso, tx, 79932, us",5.329126984126989,4.39,4.166480571052073,4.5,141,1,5.39,8.79,3.19,2.99,3.39,,tx,79932,El Paso
1312,Jack in the Box,"8040 n mesa st, el paso, tx, 79932, us",6.412878787878795,6.485,2.1908987122014127,4.5,167,600+,5.36,,3.36,2.86,,,tx,79932,El Paso
1313,Sonic,"5328 doniphan drive, el paso, tx, 79932, us",5.339333333333333,4.38,3.134857714297236,4.4,58,240+,8.28,,4.01,,0.0,,tx,79932,El Paso
1314,Carls Jr,"7910 artcraft rd, el paso, tx, 79932, us",5.8130769230769195,4.84,2.7540610143941837,4.6,92,280+,7.49,0.0,4.19,,2.99,,tx,79932,El Paso
1315,McDonald,"7911 31 south, indianapolis, in, 46227, us",5.42281481481482,4.09,4.210725749330723,4.3,149,800+,5.89,10.29,3.09,2.69,3.29,,in,46227,Marion
1316,Jack in the Box,"8950 s 31, indianapolis, in, 46227, us",8.06730263157893,7.300000000000001,3.911111527698789,4.4,304,380+,7.11,13.98,4.11,3.74,4.49,,in,46227,Marion
1317,Wendy,"3640 south keystone avenue, indianapolis, in, 46227, us",6.068627450980395,5.23,3.352423191269875,,87,1,7.06,0.0,2.67,2.43,0.0,4.3,in,46227,Marion
1318,Burger King,"3650 s. keystone avenue, indianapolis, in, 46227, us",6.026785714285715,6.045,2.9389507200757916,4.2,84,450+,6.99,9.55,2.69,4.4,3.79,,in,46227,Marion
1319,McDonald,"7926 w 151st st, overland park, ks, 66223, us",6.47704918032787,4.89,5.124726252349069,4.5,148,700+,6.99,12.39,2.89,2.39,4.69,,ks,66223,Johnson
1320,McDonald,"7950 burnet rd, austin, tx, 78757, us",5.148604651162799,4.07,3.4119986059654446,4.5,298,2,5.65,9.99,2.85,2.26,2.99,,tx,78757,Travis
1321,McDonald,"7975 kitty hawk, converse, tx, 78109, us",6.252214022140235,4.79,5.346316686203325,4.5,299,2,5.49,10.79,2.39,2.29,3.69,,tx,78109,Bexar
1322,McDonald,"9151 fm78, converse, tx, 78109, us",5.967424242424249,4.675,4.811846117909692,4.4,146,3,5.55,10.55,2.65,2.45,3.7,,tx,78109,Bexar
1323,Burger King,"9175 farm-to-market 78, converse, tx, 78109, us",7.136666666666665,5.955,5.705449411873965,4.1,78,110+,7.09,10.88,3.12,4.09,3.65,,tx,78109,Bexar
1324,McDonald,"800 fairview rd, asheville, nc, 28803, us",5.981440000000013,4.39,4.133284641347605,4.3,292,900+,6.29,10.99,2.99,2.49,3.79,,nc,28803,Buncombe
1325,Wendy,"1648 hendersonville rd, asheville, nc, 28803, us",5.193921568627452,4.5,2.8133540644376307,,86,370+,6.58,0.0,2.18,1.82,0.0,4.2,nc,28803,Buncombe
1326,Wendy,"776 biltmore ave., asheville, nc, 28803, us",5.193921568627452,4.5,2.8133540644376307,,86,390+,6.58,0.0,2.18,1.82,0.0,4.0,nc,28803,Buncombe
1327,Burger King,"776 biltmore ave., asheville, nc, 28803, us",5.193921568627452,4.5,2.8133540644376307,4.0,86,390+,,,0.0,,,,nc,28803,Buncombe
1328,Five Guys,"1838 hendersonville rd., asheville, nc, 28803, us",8.216206896551729,8.03,3.287481389791933,4.7,29,1,13.31,,10.31,8.99,7.31,,nc,28803,Buncombe
1329,McDonald,"8009 florida blvd, baton rouge, la, 70806, us",5.172580645161286,3.74,3.6984093945841052,3.9000000000000004,139,360+,5.99,11.09,2.4,2.24,3.79,,la,70806,East Baton Rouge
1330,Jack in the Box,"508 s foster dr, baton rouge, la, 70806, us",7.234233576642345,6.25,3.548494431975781,4.0,137,600+,5.86,11.23,3.74,3.49,4.11,,la,70806,East Baton Rouge
1331,Jack in the Box,"8110 florida blvd, baton rouge, la, 70806, us",7.337677419354843,6.61,3.4868008850622316,3.7,155,260+,5.86,11.23,3.74,3.49,4.11,,la,70806,East Baton Rouge
1332,Burger King,"4951 florida boulevard, baton rouge, la, 70806, us",7.343924050632911,5.39,5.966669961093158,4.3,79,190+,6.49,11.69,2.79,3.89,3.39,,la,70806,East Baton Rouge
1333,McDonald,"801 allegheny ave, pittsburgh, pa, 15233, us",5.527874015748038,4.19,3.9222241058975538,4.0,143,3,6.69,10.99,2.59,2.29,4.19,,pa,15233,Allegheny
1334,Wendy,"725 allegheny ave., pittsburgh, pa, 15233, us",5.444509803921571,4.62,2.806704378018846,,88,1,7.19,0.0,2.79,2.31,0.0,3.8,pa,15233,Allegheny
1335,McDonald,"801 meadowbrook rd, waukesha, wi, 53188, us",5.806229508196729,5.19,4.179052823870863,4.4,138,170+,6.99,12.59,2.69,2.39,4.99,,wi,53188,Waukesha
1336,McDonald,"801 s vaughn, brusly, la, 70719, us",5.061953124999995,3.65,3.5925491599354253,4.3,142,200+,5.99,10.89,2.52,2.34,3.69,,la,70719,West Baton Rouge
1337,McDonald,"801 vantage way ct, nashville, tn, 37228, us",4.681507936507944,3.79,3.187864157215245,4.2,140,1,6.29,10.29,2.49,2.29,3.49,,tn,37228,Davidson
1338,Wendy,"802 vantage way court, nashville, tn, 37228, us",5.492115384615385,4.5,3.3807750229669473,,88,1,7.19,0.0,2.43,1.94,0.0,4.3,tn,37228,Davidson
1339,McDonald,"804 s shary rd, mission, tx, 78572, us",4.827519379844964,3.39,3.9284543444522964,4.6,144,800+,4.99,8.69,2.24,2.09,3.19,,tx,78572,Hidalgo
1340,Jack in the Box,"1401 e expressway 83, mission, tx, 78572, us",7.072857142857147,6.24,3.4529363556958663,4.3,161,240+,5.36,10.23,3.36,2.99,4.36,,tx,78572,Hidalgo
1341,Wendy,"2507 e expressway 83, mission, tx, 78572, us",5.097358490566039,4.5,2.8155653280944364,,88,310+,7.06,0.0,2.31,1.94,0.0,4.7,tx,78572,Hidalgo
1342,Wendy,"839 east palma vista dr, palmview, tx, 78572, us",5.049270516717326,4.5,2.953329595364726,,527,34,6.45,0.0,1.94,1.57,0.0,3.9,tx,78572,Hidalgo
1343,Burger King,"2414 east expressway 83, mission, tx, 78572, us",7.558617021276603,6.050000000000001,5.8494687158393,4.5,94,46,7.74,12.74,2.36,3.74,3.49,,tx,78572,Hidalgo
1344,McDonald,"8105 e admiral pl, tulsa, ok, 74115, us",4.771061946902649,3.69,3.549712779813522,4.1,129,1,5.79,9.19,2.69,2.19,2.99,,ok,74115,Tulsa
1345,McDonald,"82 fort couch rd, pittsburgh, pa, 15241, us",5.469843750000008,4.19,3.7723192021733722,4.6,147,480+,6.79,11.59,2.19,2.39,4.59,,pa,15241,Allegheny
1346,McDonald,"8303 west broadway street, pearland, tx, 77581, us",4.8851515151515175,3.84,3.1317357673400714,4.2,150,1,5.99,9.19,2.19,1.99,3.49,,tx,77581,Brazoria
1347,Jack in the Box,"1521 broadway st, pearland, tx, 77581, us",8.223006535947707,6.86,4.63382859321855,4.6,153,330+,10.49,,4.11,5.36,,,tx,77581,Brazoria
1348,Jack in the Box,"2702 reid blvd, pearland, tx, 77581, us",8.223006535947707,6.86,4.63382859321855,4.6,153,300+,10.49,,4.11,5.36,,,tx,77581,Brazoria
1349,Jack in the Box,"3426 main st ste 102, pearland, tx, 77581, us",8.181290322580638,6.61,4.620453924031696,4.5,155,260+,10.49,,4.11,5.36,,,tx,77581,Brazoria
1350,Wendy,"1722 north main, pearland, tx, 77581, us",5.704312267657985,4.87,2.8449331453258546,,434,160+,6.94,0.0,3.04,2.67,0.0,4.3,tx,77581,Brazoria
1351,Wendy,"1810, pearland, tx, 77581, us",5.698490566037735,4.87,2.865926302378642,,86,120+,6.94,0.0,3.04,2.67,0.0,4.7,tx,77581,Brazoria
1352,Wendy,"2406 s main st, pearland, tx, 77581, us",12.498867924528302,8.82,17.04663997881875,,53,460+,,2.89,,,,4.1,tx,77581,Brazoria
1353,Wendy,"2829 broadway st, pearland, tx, 77581, us",13.576619718309857,13.74,8.861749095094037,,155,1,7.74,3.74,,,,4.3,tx,77581,Brazoria
1354,Burger King,"3503 east broadway, pearland, tx, 77581, us",7.092179487179482,5.865,5.9341751738068345,4.8,78,360+,6.55,11.09,1.69,3.59,3.25,,tx,77581,Brazoria
1355,Sonic,"2815 east broadway street, pearland, tx, 77581, us",4.784447852760732,4.01,3.0009308630534415,4.8,782,35,7.8,0.0,4.01,,0.0,,tx,77581,Brazoria
1356,McDonald,"8305 creedmoor rd, raleigh, nc, 27613, us",6.637459016393451,4.79,6.68503056891565,4.5,138,1,6.29,10.69,2.89,2.49,4.19,,nc,27613,Wake
1357,McDonald,"834 thornton rd, lithia springs, ga, 30122, us",5.393937007874023,3.69,4.267795565412895,3.9000000000000004,144,1,5.59,11.39,2.89,2.79,4.59,,ga,30122,Douglas
1358,Wendy,"599 thornton road, lithia springs, ga, 30122, us",5.8511538461538475,5.11,3.1744973277707564,,88,600+,6.94,0.0,2.92,2.43,0.0,4.1,ga,30122,Douglas
1359,Burger King,"7512 lee rd, lithia springs, ga, 30122, us",6.195061728395062,4.99,5.665483563521765,4.2,81,700+,6.29,9.49,1.99,2.99,2.29,,ga,30122,Douglas
1360,Burger King,"989 thornton road, lithia springs, ga, 30122, us",7.7716438356164375,5.99,6.125486844212986,4.2,73,700+,6.59,11.79,2.79,3.89,3.39,,ga,30122,Douglas
1361,Sonic,"580 thornton rd, lithia springs, ga, 30122, us",4.537894736842106,4.074999999999999,2.8713999500470484,4.0,88,340+,7.19,0.0,4.01,,0.0,,ga,30122,Douglas
1362,Hardees,"940 thornton rd., lithia springs, ga, 30122, us",7.679999999999999,6.699999999999999,6.376385377013411,4.1,70,500+,7.13,0.0,6.16,,3.38,,ga,30122,Douglas
1363,McDonald,"84 lancaster ave, frazer, pa, 19355, us",6.221666666666673,3.9400000000000004,5.57753613555612,4.5,149,240+,7.09,13.39,3.69,3.29,4.79,,pa,19355,Chester
1364,McDonald,"850 parris island gateway, port royal, sc, 29906, us",6.122676056338032,4.72,4.399787113206658,4.5,158,310+,7.09,12.78,2.89,2.49,4.08,,sc,29906,Beaufort
1365,McDonald,"8500 henry ave, philadelphia, pa, 19128, us",6.368412698412703,4.39,5.307251016627116,4.3,150,1,6.89,11.69,3.19,2.89,4.19,,pa,19128,Philadelphia
1366,McDonald,"867 w 1700 s, syracuse, ut, 84075, us",5.66608695652174,4.3,3.914235267784629,4.5,137,500+,6.24,10.82,2.85,2.32,3.79,,ut,84075,Davis
1367,Jack in the Box,"1726 bluff ridge drive, syracuse, ut, 84075, us",8.23205298013245,6.86,4.643344923292181,4.1,151,140+,10.73,,4.49,4.61,,,ut,84075,Davis
1368,Wendy,"1598 south 2000 west, syracuse, ut, 84075, us",5.927692307692309,5.23,3.00424866799864,,344,89,7.31,0.0,2.79,2.55,0.0,4.4,ut,84075,Davis
1369,Carls Jr,"2118 w 1700 s, syracuse, ut, 84075, us",6.951206896551724,5.59,4.195929298895743,4.7,374,71,7.69,0.0,5.09,,3.79,,ut,84075,Davis
1370,McDonald,"8745 roswell road, sandy springs, ga, 30350, us",5.736491228070179,4.19,3.8001839711828875,4.3,136,2,6.29,10.89,2.69,2.59,4.29,,ga,30350,Fulton
1371,Wendy,"8455 roswell rd, atlanta, ga, 30350, us",6.065660377358489,4.99,3.3880157878906183,,89,1,6.45,0.0,3.28,2.79,0.0,4.3,ga,30350,Fulton
1372,McDonald,"8900 j m keynes dr, charlotte, nc, 28262, us",5.8719402985074645,3.99,4.74527816802747,4.1,148,1,6.69,12.19,3.39,3.19,4.29,,nc,28262,Mecklenburg
1373,Jack in the Box,"10121 n tryon st, charlotte, nc, 28262, us",7.246601307189526,6.61,3.5382598217957715,4.0,306,2,5.86,11.23,3.74,3.49,4.11,,nc,28262,Mecklenburg
1374,McDonald,"8907 e 116th st, fishers, in, 46038, us",5.82211678832117,4.49,4.693375892791032,4.4,151,500+,6.49,10.78,2.59,2.46,3.76,,in,46038,Hamilton
1375,Wendy,"8921 east 116th street, fishers, in, 46038, us",4.405999999999997,3.74,2.299683456478305,,86,150+,5.39,0.0,1.99,1.79,0.0,4.1,in,46038,Hamilton
1376,McDonald,"905 union ave, memphis, tn, 38103-3513, us",6.241397058823537,5.19,5.054485220311194,3.7,146,2,6.79,11.99,3.69,3.29,4.49,,tn,38103,Shelby
1377,Wendy,"315 washington street, memphis, tn, 38103, us",6.156923076923079,5.235,3.456032373012962,,85,700+,6.58,0.0,3.28,2.79,0.0,3.8,tn,38103,Shelby
1378,McDonald,"906 s 6th st, waco, tx, 76706, us",5.0923484848484835,4.24,4.0541820644726405,4.3,147,1,5.79,10.39,2.29,1.79,3.39,,tx,76706,McLennan
1379,Wendy,"8055 s ih 35, robinson, tx, 76706, us",5.828823529411762,5.11,2.957478819680393,,86,99,6.7,0.0,2.92,2.67,0.0,4.1,tx,76706,McLennan
1380,Sonic,"647 n robinson dr, waco, tx, 76706, us",4.636052631578947,3.89,2.923145871608805,4.6,86,500+,7.67,0.0,4.01,,0.0,,tx,76706,McLennan
1381,McDonald,"907 2nd st, manchester, nh, 03102, us",6.581044176706845,4.69,5.346926050246391,4.3,303,900+,8.19,14.39,3.19,2.49,5.19,,nh,3102,Hillsborough
1382,Wendy,"623 second street, manchester, nh, 03102, us",8.337532467532473,7.49,6.249244765973707,,77,1,,3.99,,,,4.4,nh,3102,Hillsborough
1383,Wendy,"722 second st, manchester, nh, 03102, us",5.301176470588238,4.5,3.077794376458585,,86,700+,7.31,0.0,2.18,1.7,0.0,4.3,nh,3102,Hillsborough
1384,Burger King,"623 second street, manchester, nh, 03102, us",8.337532467532473,7.49,6.249244765973707,4.4,77,1,8.59,13.69,2.49,3.69,3.99,,nh,3102,Hillsborough
1385,Five Guys,"623 second street, manchester, nh, 03102, us",8.337532467532473,7.49,6.249244765973707,4.4,77,1,2.49,,,,,,nh,3102,Hillsborough
1386,McDonald,"907 hanover st, manchester, nh, 03109, us",7.538560000000011,4.79,6.5958921402945965,4.4,152,1,8.19,14.39,3.19,2.49,5.19,,nh,3109,Hillsborough
1387,McDonald,"910 s major, beaumont, tx, 77707, us",5.195641025641025,4.49,3.7095016332202757,4.2,138,140+,5.39,9.59,1.55,1.19,3.59,,tx,77707,Jefferson
1388,Sonic,"425 n 23rd st, beaumont, tx, 77707, us",4.8319444444444475,4.199999999999999,2.9259346269795645,4.3,1079,130+,0.0,,7.67,,4.26,,tx,77707,Jefferson
1389,Sonic,"8320 college st, beaumont, tx, 77707, us",4.5933333333333355,4.135,2.9655063273879185,4.7,261,110+,0.0,,7.67,,4.26,,tx,77707,Jefferson
1390,McDonald,"9126 cullen st, houston, tx, 77051, us",6.327478260869558,5.09,5.045812873450151,4.0,130,1,6.49,12.35,1.99,1.59,3.59,,tx,77051,Harris
1391,Burger King,"2910 airport boulevard, houston, tx, 77051, us",7.48638297872341,6.29,5.8378209012099616,4.2,94,170+,6.89,11.59,2.39,3.19,3.09,,tx,77051,Harris
1392,Burger King,"4676 bellfort avenue, houston, tx, 77051, us",7.425750000000001,6.140000000000001,5.975204342740087,4.1,80,1,6.89,11.69,2.39,3.39,3.19,,tx,77051,Harris
1393,McDonald,"916 w north temple, salt lake city, ut, 84116, us",5.723620689655176,4.49,4.5644417259854215,4.5,132,800+,6.19,10.79,2.49,2.49,3.39,,ut,84116,Salt Lake
1394,McDonald,"920 w north ave, milwaukee, wi, 53205, us",5.557211538461539,4.59,3.8982741390189295,3.9,121,1,6.49,11.19,2.59,2.49,3.89,,wi,53205,Milwaukee
1395,McDonald,"927 e main st, new iberia, la, 70560, us",4.501040000000003,3.59,2.953721130777243,4.7,138,150+,5.49,9.89,2.29,1.99,2.89,,la,70560,Iberia
1396,McDonald,"927 indiana ave, jeffersonville, in, 47130, us",6.104516129032266,4.69,4.168680141328618,4.4,154,700+,6.59,12.37,3.25,2.49,3.99,,in,47130,Clark
1397,Burger King,"1434 east tenth street, jeffersonville, in, 47130, us",6.0515662650602415,6.1,2.9602639421265686,4.6,83,260+,7.09,9.69,2.69,4.15,3.79,,in,47130,Clark
1398,Five Guys,"1500 veterans pkwy., jeffersonville, in, 47130, us",7.289310344827589,6.83,2.6962169295648857,4.6,29,500+,11.87,,9.11,8.15,6.83,,in,47130,Clark
1399,Hardees,"2740 allison lane, jeffersonville, in, 47130, us",10.215000000000007,10.19,6.378887703458442,4.449253731343284,134,130+,6.59,10.79,6.59,,2.89,,in,47130,Clark
1400,McDonald,"927 s high st, west chester, pa, 19382, us",5.58376923076923,3.85,4.746241146809616,4.6,145,500+,6.49,11.79,3.29,3.09,3.99,,pa,19382,Chester
1401,Burger King,"1502, west chester, pa, 19382, us",8.145466666666675,6.89,6.096015374725433,4.1,75,96,8.09,13.19,2.99,5.39,4.09,,pa,19382,Chester
1402,McDonald,"930 mall loop rd, high point, nc, 27265, us",7.778449612403105,4.79,8.870198030493704,4.1,150,280+,6.59,12.19,2.69,2.29,4.09,,nc,27265,Guilford
1403,McDonald,"9401 fo ster, overland park, ks, 66212-2232, us",6.437642276422768,4.89,5.131059904342625,4.6,148,600+,6.99,12.39,2.89,2.49,4.69,,ks,66212,Johnson
1404,McDonald,"9717 w 87th st, overland park, ks, 66212, us",6.096567164179108,4.375,5.119968240409543,4.4,154,340+,6.56,12.11,2.49,2.61,4.36,,ks,66212,Johnson
1405,Jack in the Box,"10317 metcalf ave, overland park, ks, 66212, us",7.07456375838927,6.61,3.447877760493258,4.2,149,500+,5.49,10.85,3.49,3.11,3.61,,ks,66212,Johnson
1406,Wendy,"9161 metcalf avenue, overland park, ks, 66212, us",4.827254901960782,3.99,2.6204295998874243,,86,220+,5.99,0.0,2.39,1.99,0.0,4.2,ks,66212,Johnson
1407,Hardees,"10500 metcalf ave, overland park, ks, 66212, us",10.116349206349216,9.78,6.0333239414784305,4.6,64,260+,7.43,11.77,6.56,,3.58,,ks,66212,Johnson
1408,McDonald,"9411 jensen, houston, tx, 77093, us",5.302246376811601,3.84,4.159824414165791,4.2,152,1,6.19,10.49,2.39,1.99,3.49,,tx,77093,Harris
1409,McDonald,"9414 northlake west dr., charlotte, nc, 28216, us",5.590454545454549,4.39,4.347246928113758,4.2,147,1,5.59,10.79,2.56,2.23,3.59,,nc,28216,Mecklenburg
1410,McDonald,"9725 callabridge ct, charlotte, nc, 28216, us",6.24518796992482,4.19,5.358297984947681,4.3,152,1,6.49,12.89,2.99,2.59,3.79,,nc,28216,Mecklenburg
1411,Jack in the Box,"220 n hoskins rd, charlotte, nc, 28216, us",7.193831168831154,6.37,3.531154698390254,3.5999999999999996,308,1,5.86,11.23,3.74,3.49,4.11,,nc,28216,Mecklenburg
1412,Wendy,"3524 mt. holly-huntersville road, charlotte, nc, 28216, us",5.058653846153844,4.38,2.6764895413195426,,87,450+,6.45,0.0,2.43,2.06,0.0,4.2,nc,28216,Mecklenburg
1413,Wendy,"9905 northlake centre pkwy, charlotte, nc, 28216, us",5.058653846153845,4.38,2.676489541319542,,87,280+,6.45,0.0,2.43,2.06,0.0,4.1,nc,28216,Mecklenburg
1414,Five Guys,"9749 northlake center parkway; suite e, charlotte, nc, 28216, us",8.344482758620689,8.39,3.323807109021009,4.6,29,700+,13.55,,10.55,9.23,7.43,,nc,28216,Mecklenburg
1415,McDonald,"945 e 2100 s, salt lake city, ut, 84105, us",5.731739130434786,4.49,4.591541989897355,4.5,131,1,6.19,10.79,2.49,2.49,3.39,,ut,84105,Salt Lake
1416,McDonald,"945 tournament trail, westfield, in, 46074, us",5.421967213114757,4.49,3.6049207352064965,4.6,136,300+,6.69,11.19,3.09,2.69,3.99,,in,46074,Hamilton
1417,Sonic,"188 east spring mill pointe drive, westfield, in, 46074, us",4.87157894736842,4.01,3.014627083785593,4.4,176,100+,8.28,0.0,4.75,,0.0,,in,46074,Hamilton
1418,McDonald,"9611 n by ne blvd, fishers, in, 46037, us",5.824379562043797,4.49,4.705458371260969,4.5,151,500+,6.49,10.78,2.59,2.46,3.76,,in,46037,Hamilton
1419,Shake Shack,"9701 e 116th st, fishers, in, 46037, us",19.844901960784313,7.59,32.60702627111663,4.6,52,800+,8.19,,7.89,7.59,4.79,,in,46037,Hamilton
1420,McDonald,"9698 falls of neuse rd, raleigh, nc, 27615, us",6.8517730496453995,4.79,6.740849987829624,4.5,157,700+,6.19,10.69,2.79,2.49,4.19,,nc,27615,Wake
1421,McDonald,"one poplar st, pittsburgh, pa, 15205, us",6.018992248062019,4.66,4.304436479150396,4.5,143,2,7.0,12.72,3.36,2.84,4.27,,pa,15205,Allegheny
